1,2,62914,62947,62963
1,1,62965,62969,62975
1,1,66355,66544,66554
1,2,66576,66604,66614
1,2,69240,69276,69286
1,1,69318,69621,69631
1,2,69705,69741,69751
1,1,69757,69767,69777
1,1,69785,69788,69798
1,2,69800,69806,69816
1,1,69819,69848,69858
1,2,69885,19857,19867
1,1,20081,20189,20199
1,2,20266,20267,20277
1,2,20285,20295,20305
1,1,20309,20503,20513
1,1,20531,20545,20555
1,2,20564,20597,20607
1,2,20611,23737,23747
1,1,23760,23767,23777
1,2,23797,23801,23811
1,1,23828,23829,23839
1,1,23843,23885,23895
1,2,23904,23912,23922
1,1,23989,23990,24000
1,2,24042,24043,24053
1,2,24064,24065,24075
1,1,24078,24089,24099
1,2,24242,24243,24253
1,1,24255,24256,24266
1,2,24283,24284,24294
1,1,24503,24540,24550
1,2,24564,24565,24575
1,1,24581,24582,24592
1,1,24596,24597,24607
1,2,24616,24617,24627
1,1,24665,24673,24683
1,2,24694,24732,24742
1,1,24742,24748,24758
1,2,24760,24761,24771
1,1,24773,24776,24786
1,2,24790,24795,24805
1,1,24815,24838,24848
1,2,24857,24858,24868
1,2,24880,24881,24891
1,1,24904,24913,24923
1,2,24927,24928,24938
1,1,24954,24955,24965
1,2,24967,24970,24980
1,1,24988,24989,24999
1,2,25010,25011,25021
1,1,25024,25025,25035
1,2,25038,25043,25053
1,1,25053,25056,25066
1,1,25068,25070,25080
1,2,25080,25083,25093
1,2,25093,25094,25104
1,1,25104,25105,25115
1,1,25119,25120,25130
1,2,25195,25207,25217
1,2,25251,27734,27744
1,1,27744,27758,27768
1,2,27775,27779,27789
1,1,27790,27794,27804
1,2,27808,27815,27825
1,1,27825,27828,27838
1,2,27840,27844,27854
1,1,27857,27870,27880
1,2,27889,27903,27913
1,1,27914,27919,27929
1,1,27930,27933,27943
1,2,27946,27951,27961
1,2,27962,27966,27976
1,1,28160,28170,28180
1,1,28182,28191,28201
1,2,28203,28205,28215
1,2,28219,28222,28232
1,1,28233,28237,28247
1,2,28248,28251,28261
1,1,28269,28273,28283
1,2,28289,28292,28302
1,1,28307,28310,28320
1,1,28327,28328,28338
1,2,28342,28346,28356
1,1,28357,28377,28387
1,2,28395,28396,28406
1,1,28411,28414,28424
1,2,28425,28429,28439
1,1,28441,28442,28452
1,2,28458,28488,28498
1,1,28499,28517,28527
1,2,28528,28532,28542
1,2,28559,28583,28593
1,1,29958,29979,29989
1,2,30032,30035,30045
1,1,30053,30065,30075
1,1,30455,30592,30602
1,2,30602,30608,30618
1,1,32391,32402,32412
1,2,32412,32421,32431
1,1,32435,32455,32465
1,2,32469,32470,32480
1,1,32739,32776,32786
1,2,33288,36659,36669
1,1,36671,36675,36685
1,2,36697,36704,36714
1,2,36716,36717,36727
1,1,36728,36736,36746
1,2,36756,36825,36835
1,1,36844,36848,36858
1,1,37252,37257,37267
1,2,37308,37538,37548
1,1,37901,37940,37950
1,2,37951,38100,38110
1,2,38110,38118,38128
1,1,38145,38150,38160
1,1,38595,38816,38826
1,2,40673,40923,40933
1,1,40942,40963,40973
1,2,40981,40986,40996
1,1,40996,40998,41008
1,2,41029,41031,41041
1,1,41049,41052,41062
1,2,41074,41872,41882
1,2,41883,41920,41930
1,1,42101,42132,42142
1,2,42142,42208,42218
1,1,42270,42271,42282
1,1,42305,42306,42316
1,2,42454,42464,42474
1,2,42589,42590,42600
1,1,42605,42606,42616
1,2,42638,42642,42652
1,1,42658,42663,42673
1,1,42677,42679,42689
1,2,42692,42823,42833
1,1,42836,42838,42848
1,2,43288,43300,43310
1,2,43320,44308,44318
1,1,44392,44498,44508
1,2,44523,44549,44559
