1,1,42627,42628,42638
1,2,42648,42649,42659
1,2,42676,42677,42687
1,1,42697,42699,42709
1,2,42713,42716,42726
1,1,42727,42731,42741
1,1,42745,42747,42757
1,2,42757,42760,42770
1,1,42771,42773,42783
1,2,42793,42841,42851
1,1,42859,42880,42890
1,2,42893,42932,42942
1,1,42953,42959,42969
1,2,42977,43002,43012
1,1,43093,43132,43142
1,2,43148,43149,43159
1,1,43169,43184,43194
1,2,43196,43211,43221
1,2,43259,43270,43280
1,2,46872,46872,46882
1,1,50162,50375,50385
1,2,51414,55273,55283
1,1,55289,55289,55299
1,2,55332,55332,55342
1,2,55347,55347,55357
1,1,55360,55360,55370
1,2,55387,55387,55397
1,1,55407,55407,55417
1,1,55445,55445,55455
1,2,55503,55503,55513
1,1,55520,55520,55530
1,2,55558,55558,55568
1,2,55576,55576,55586
1,1,55647,55647,55657
1,2,55659,55659,55669
1,1,55679,55679,55689
1,2,55720,55720,55730
1,1,55737,55737,55747
1,2,55764,55764,55774
1,1,55781,55781,55791
1,1,55815,55815,55825
1,2,55872,55872,55882
1,1,55887,55887,55897
1,2,55934,55934,55944
1,2,56103,56103,56113
1,1,56127,56127,56137
1,1,56179,56179,56189
1,2,56317,56317,56327
1,2,56371,56371,56381
1,1,56490,56491,56501
1,1,56520,56520,56530
1,2,56572,56572,56582
1,2,56665,56665,56675
1,1,56724,56724,56734
1,2,56852,56852,56862
1,1,56876,56876,56886
1,1,56957,56957,56967
1,2,57130,57130,57140
1,2,57235,57235,57245
1,1,57301,57301,57311
1,1,57372,57372,57382
1,2,57385,57385,57395
1,2,57406,57406,57416
1,1,57448,57448,57458
1,2,57462,57462,57472
1,1,57487,57487,57497
1,2,57850,57851,57861
1,1,57891,57891,57901
1,2,57912,57912,57922
1,1,58204,58204,58214
1,2,58303,58303,58313
1,1,58496,58496,58506
1,2,58532,58532,58542
1,1,58550,58550,58560
1,1,58614,58614,58624
1,2,58625,58625,58635
1,1,58637,58637,58647
1,2,58707,58707,58717
1,1,58863,58863,58873
1,2,58876,58876,58886
1,2,58932,58932,58942
1,1,59165,59165,59175
1,1,59223,59223,59233
1,2,59515,59515,59525
1,1,59530,59530,59540
1,2,59603,59604,59614
1,2,59888,59888,59898
1,1,60022,60022,60032
1,1,60316,60316,60326
1,2,60463,60463,60473
1,1,60552,60552,60562
1,2,60570,60571,60580
1,2,60589,60589,60599
1,1,60632,60632,60642
1,2,60666,60666,60676
1,1,60682,60682,60692
1,1,60698,60698,60708
1,2,60739,60739,60749
1,2,60809,60809,60819
1,1,60918,60918,60928
1,2,61033,61033,61043
1,1,61072,61072,61082
1,2,61101,61101,61111
1,1,61117,61117,61127
1,2,61203,61203,61213
1,1,61232,61232,61242
1,2,61278,61278,61288
1,1,61382,61382,61392
1,1,61399,61399,61409
1,2,61418,61418,61428
1,1,61438,61438,61448
1,2,61519,61519,61529
1,1,61548,61548,61558
1,2,61565,61565,61575
1,1,61593,61593,61603
1,2,61646,61646,61656
1,2,61662,61662,61672
1,1,61703,61703,61713
1,1,61748,61748,61758
1,2,61799,61799,61809
1,1,61831,61831,61841
1,2,61867,61867,61877
1,1,61879,61879,61889
1,2,61909,61909,61919
1,2,61931,61931,61941
1,1,61954,61954,61964
1,2,61973,61973,61983
1,1,61983,61983,61993
1,1,62047,62048,62058
1,2,62129,62129,62139
1,2,62151,62151,62161
